岗位名称,公司名称,最低工资,最高工资,工作地点,学位要求,工作日,截止日期,岗位描述
新媒体运营实习生,网易游戏,100,100,广州,本科,5,2021/5/5,"【岗位职责】 


1. 协助新媒体矩阵（微博、微信、贴吧、小红书等）的日常运营；


 2. 负责日常原创内容的撰写，以及相关素材创意的提出与制作跟进；


 3. 参与创意性的内容策划及活动策划，并提供活动执行及后续工作；


 4. 完成上级安排的其他工作事项。 






【岗位要求】
1. 熟悉微博、微信、B站等平台，紧跟时事热点，有相关平台的运营者优先考虑；


 2. 希望你是游戏热爱者，熟悉梦幻西游IP相关游戏者优先考虑； 


3. 希望你具备良好的文字功底和充满创意的思维，有独立策划选题、撰写文案、编辑排版的能力者优先考虑 ； 


4. 希望你具备一定审美，熟悉Photoshop等常用软件，可根据需求制作配图；


 5. 希望你性格外向、思维活跃、做事灵活细心、踏实负责、时间观念强、执行力高，愿意学习、抗压能力强；


 6. 本科及以上学历，专业不限，每周至少工作5天优先考虑。 






【岗位福利】
1. 100元/天+每月餐补；


 2. 学习平台大，老司机开车带飞；


 3. 不定期下午茶福利，免费健身房； 


4. 表现优异者可转正。


 注：本岗位与第三方签订实习协议。"
新媒体运营实习生,华扬联众,50,100,北京,本科,4,2021/5/4,1、微信日常内容运营维护。   2、抖音日常内容运营维护。   3、贴吧内容运营维护   二、工作要求   1、热爱新媒体。   2、文字功底扎实。   3、懂音视频剪辑/PS者优先   4、本科院校在校大学生，能实习3个月以上，每周至少4天坐班。（此为必要条件）
新媒体内容编辑,旅业链接,120,120,北京,本科,3,2021/4/26,"岗位职责：


	1.协助进行新媒体及相关平台的日常更新；


	2.协助进行新媒体内容采编；


	3.协助维护新媒体平台；


	4.协助完成活动策划执行以及后期的数据整理及数据分析工作；


	5.挖掘内容数据，通过数据变化及时调整内容计划、内容方向等





	岗位要求：


	1. 具备一定的文案功底，编辑过科普新闻或校园新闻，或更多内容文章；
2. 熟练使用Word，PPT以及相关等办公软件；
3. 沟通能力强、执行力强，工作效率高，对新媒体运营有自己的观点，运营过校园公众号者优先。
4.新媒体平台深度用户，对内容的好坏有判断力；


4、聪明好学，积极主动，新鲜想法不断。"
新媒体运营实习生,荣基诚泰文化传媒,80,100,广州,不限,5,2021/5/2,"岗位职责：


	1、熟悉电子商务平台建设，懂得平台的技术开发。


	2、熟悉微信、视频号、抖音、快手的拍摄制作和推广方式。


	 


	任职要求：


	1、具有创新思维和学习能力，积极进取。


	2、具有良好的沟通表达能力，执行力强。"
新媒体设计实习生,乐平公益基金会,50,100,上海,本科,5,2021/6/30,"【工作职责】





参与及协助B Corp有关的主视觉设计（平面及多媒体）；


负责收集和整理B Corps全球动自媒体平台的动态资讯（如：FB, INS, twitter等），并制作相应文档；


协助自媒体平台（如微信公众号、微博、小程序号等）的日常运营与维护工作；


协助及参与共益企业各相关方/合作方的沟通；


参与市场传播策略的制定及与市场传播部门其他同事的协作与沟通；


参与其他的团队支持工作，如日常行政类工作等。





 


【岗位要求】





对审美有一定的要求，具有独立策划能力；


需要具备将设计与商业用途结合的思考能力，并能够不断打磨改进；


广告设计类专业在读或毕业生优先；


掌握一门及一门以上外语者优先；


对生活充满热忱，拥抱美好，创造力和想象力在线者；有摄影/摄像专长，可加分。





 


【你将收获什么】





直接与该领域知名的学者专家、社会企业家、跨界达人、行业内外资深专业人士近距离工作学习，促进自身认知和专业能力的迅速迭代与成长。


全球和本土前沿的社会创新领域的知识和思想，掌握本土和全球的行业发展趋势，充分探索在商业向善、科技向善等领域的未来职业发展方向。


结识一群有想法、有情怀、高效且专业的跨界创新实践者及有着共同想法的年轻人群体，踏进社会创新社群，拓展自身人脉圈。"
新媒体运营实习生,泰和诚,120,150,上海,不限,3,2021/4/27,"工作内容：


	·        
协助策划线上推广活动，撰写线上推广文案


	·        
线上推广内容的设计、排版


	·        
目标沟通对象的社群挖掘


	·        
线上自媒体的数据跟踪及统计


	·        
官方自媒体平台的其他日常维护


	主要要求：


	·        
医学及公共卫生类专业优先；市场营销学、广告学、传媒等专业优先


	·        
有新媒体运营经验、网感网性好


	·        
会使用新媒体运营的相关设计、维护工具


	·        
具备良好的文字功底和设计审美


	·        
思维活跃，善于挖掘用户心理，分析网友使用习惯、情感及体验，跟微信/微博用粉丝互动


	·        
对医疗大健康行业感兴趣


	工作方式：


	一周到岗时间至少3天（需要现场实习工作）


上班地点：上海，坐标新天地商区or虹桥医学园区"
新媒体运营实习生,阿玛仕,150,200,佛山,大专,5,2021/4/26,"工作职责：1.负责公众号的文案编写和编辑排版工作，负责公众号的运营等工作；
2.协助部门经理，完成公司活动的新媒体宣传工作；
3.完成上级交代的其它任务


	任职要求：
1.有公众号运营经验优先考虑，可接受应届生
2.文字功底较强，良好的表达沟通能力
3.具有一定的抗压能力"
新媒体编辑实习生,红砖文化,120,150,上海,不限,5,2021/5/3,"岗位职责
1. 准确把握客户品牌调性，根据项目要求收集相关资讯，并据此进行内容撰写、编辑和修改。
2. 关注新媒体热点，参与相关项目的创意策划。
3. 负责公司公众号平台的日常维护，撰写、发布相关推广内容。
任职要求
1. 新闻、传播、中文等相关专业学历，有相关工作经验优先。
2. 审美佳、执行能力强。能准确理解客户需求，独立完成相关工作。
3. 熟悉各类新媒体推广形式，了解新媒体发布的相关法律法规。
4. 有良好的团队合作精神。工作责任心强，沟通积极主动。"
新媒体文案实习生,和智,100,150,北京,本科,4,2021/12/1,"岗位职责：
1）负责微信公众号、微博等平台的文案撰写；
2）负责文章、图片的格式排版；
3）文案相关素材的整理和收集。

任职资格：
1）统招本科及以上学历；
2）责任心强、沟通能力强。

位置：北京市朝阳区建外soho东区9号楼36层"
新媒体运营实习生,小红书,150,150,上海,本科,5,2021-06-0,"工作职责：
1.参与微信公众号的选题推送，撰写以及更新。认真探索微信公众号的新玩法，和团队小伙伴一起碰撞出可以出圈的idea；
2.对接外部写手团队，把控文章质量，帮助小伙伴制定以及完善创作者激励计划，建立起可以自循环的创作者生态；
3.与时事热点结合，并策划出相应的线上活动，能为整合营销方案贡献文字以及创意；
4.收集和分析其他同行业其他自媒体账号内容，取长补短，为团队提供不一样的创意角度；




	任职要求：

1.本科以上学历，广告学，传播学专业优先；
2.有执行力，有好奇心，有审美，对自己的产出负责。
3.有【时尚】【美妆】【潮流】【泛娱乐】等赛道公众号的实习经验，并做出相应成绩；
4.有网感，社交媒体骨灰级冲浪爱好者，能够敏锐地发现足够成为爆款的选题以及素材，有过刷屏级别的活动策划经验优先；
5.文字老练，能准确地用文字表达出自己的想法，并让粉丝产生共情；
6.团队协作，理解能力以及抗压能力优秀，能在较强的工作强度中小步试错，大步快跑；
7.有个人独特爱好，潮流文化，青年文化，亚文化等圈层者优先。"
新媒体运营实习生,亚信,100,150,天津,不限,4,2021-04-2,"岗位职责：


	1、主要负责新媒体内容运营，包括基于微信公众号的竞品信息收集、图文编写、IP创意策划、台本编剧等；


	2、负责新媒体活动运营，包括基于微信公众号的活动策划、执行及策略调整；


	3、负责新媒体数据运营，针对数据进行统计分析，明确业务优化方向；





	任职要求：


	1、思维活跃，爱好广泛，生活经验丰富；


	3、良好的沟通能力和团队合作精神、具有较强的学习能力和洞察力&semi;


	4、自我驱动、好奇心强、有主动研究问题的意愿；


	5、每周至少4天的实习时间，有新媒体运营相关实习经验优先。"
新媒体运营实习生,薇美姿（舒客）,100,120,广州,大专,3,2021/7/31,"工作职责：
1.    协助进行会员商城商品管理：商品库存管理、协调商品文案与设计制作、商品上下架
2.    协助会员商城活动运营：活动方案策划、活动推广文案（微信图文）
3.    负责会员商城客服工作：微信留言咨询处理、订单发货处理、维权退款退货处理
任职要求：
1、文笔好，有写微信推文的经验；
2、会基础的photoshop操作
3、对数据比较敏感，工作认真、有责任心、有奋斗精神，学习能力强、思维灵活。"
